,Label,  Text,
,ham,Will be out of class in a few hours. Sorry,Will be out of class in a few hours. Sorry
,ham,Wat time u finish ur lect today?,Wat time u finish ur lect today?
,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
,ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
,ham,Are you going to wipro interview today?,Are you going to wipro interview today?
,ham,how tall are you princess?,how tall are you princess?
,ham,I doubt you could handle 5 times per night in any case...,I doubt you could handle 5 times per night in any case...
,ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,Haha... Hope Ì_ can hear the receipt sound... Gd luck!
,ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...","Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
,ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
,ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!","Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
,ham,I want to be there so i can kiss you and feel you next to me,I want to be there so i can kiss you and feel you next to me
,ham,I am not at all happy with what you saying or doing,I am not at all happy with what you saying or doing
,spam,Adult 18 Content Your video will be with you shortly,Adult 18 Content Your video will be with you shortly
,ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ","Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
,ham,He says hi and to get your ass back to south tampa (preferably at a kegger),He says hi and to get your ass back to south tampa (preferably at a kegger)
,ham,Smith waste da.i wanna gayle.,Smith waste da.i wanna gayle.
,ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.","Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
,ham,"Aight, tomorrow around  &lt;#&gt;  it is","Aight, tomorrow around  &lt;#&gt;  it is"
,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
,ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
,ham,See you there! ,See you there! 
,ham,I dont understand your message.,I dont understand your message.
,ham,Crucify is c not s. You should have told me earlier.,Crucify is c not s. You should have told me earlier.
,ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.","Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
,ham,Fuck cedar key and fuck her (come over anyway tho),Fuck cedar key and fuck her (come over anyway tho)
,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
,spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
,ham,U still painting ur wall?,U still painting ur wall?
,spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
,ham,Printer is cool. I mean groovy. Wine is groovying,Printer is cool. I mean groovy. Wine is groovying
,ham,Hi Harish's rent has been transfred to ur Acnt.,Hi Harish's rent has been transfred to ur Acnt.
,ham,Anything lor is she coming?,Anything lor is she coming?
,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
,ham,ÌÏ still attending da talks?,ÌÏ still attending da talks?
,ham,No probs hon! How u doinat the mo?,No probs hon! How u doinat the mo?
,ham,K I'll take care of it,K I'll take care of it
,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
,ham,My battery is low babe,My battery is low babe
,ham,Shuhui has bought ron's present it's a swatch watch...,Shuhui has bought ron's present it's a swatch watch...
,ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up","Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
,ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
,ham,K I'll be sure to get up before noon and see what's what,K I'll be sure to get up before noon and see what's what
,ham,K...k...yesterday i was in cbe .,K...k...yesterday i was in cbe .
,ham,Went to ganesh dress shop,Went to ganesh dress shop
,spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL","pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
,ham,ÌÏ collecting ur laptop then going to configure da settings izzit?,ÌÏ collecting ur laptop then going to configure da settings izzit?
,ham,If you r @ home then come down within 5 min,If you r @ home then come down within 5 min
,ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?","Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
,ham,"Bill, as in: Are there any letters for me. i‰Ûªm expecting one from orange that isn‰Ûªt a bill but may still say orange on it.","Bill, as in: Are there any letters for me. i‰Ûªm expecting one from orange that isn‰Ûªt a bill but may still say orange on it."
,ham,Tell me pa. How is pain de.,Tell me pa. How is pain de.
,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
,ham,"Ha. You don‰Û÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.","Ha. You don‰Û÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
,ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""","Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
,ham,ALRITE,ALRITE
,ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
,spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
,ham,How do you guys go to see movies on your side.,How do you guys go to see movies on your side.
,ham,"Sorry,in meeting I'll call later","Sorry,in meeting I'll call later"
,ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
,ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
,ham,What time should I tell my friend to be around?,What time should I tell my friend to be around?
,ham,Yes. that will be fine. Love you. Be safe.,Yes. that will be fine. Love you. Be safe.
,ham,Thanks chikku..:-) gud nyt:-*,Thanks chikku..:-) gud nyt:-*
,ham,Is xy in ur car when u picking me up?,Is xy in ur car when u picking me up?
,ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx","Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
,ham,"Yo, any way we could pick something up tonight?","Yo, any way we could pick something up tonight?"
,ham,I've not sent it. He can send me.,I've not sent it. He can send me.
,ham,Fine am simply sitting.,Fine am simply sitting.
,ham,Thts god's gift for birds as humans hav some natural gift frm god..,Thts god's gift for birds as humans hav some natural gift frm god..
,ham,Are you coming to day for class.,Are you coming to day for class.
,ham,Im done. Just studyn in library,Im done. Just studyn in library
,ham,Ok... U enjoy ur shows...,Ok... U enjoy ur shows...
,ham,Anything...,Anything...
,ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
,ham,Wat's my dear doing? Sleeping ah?,Wat's my dear doing? Sleeping ah?
,ham,Hi' Test on  &lt;#&gt; rd ....,Hi' Test on  &lt;#&gt; rd ....
,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
,ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
,ham,Yup n her fren lor. I'm meeting my fren at 730.,Yup n her fren lor. I'm meeting my fren at 730.
,ham,"Yeah, we got one lined up for us","Yeah, we got one lined up for us"
,ham,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""","And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
,ham,Hey i've booked the pilates and yoga lesson already... Haha,Hey i've booked the pilates and yoga lesson already... Haha
,ham,Are you ok. What happen to behave like this,Are you ok. What happen to behave like this
,spam,You have 1 new message. Please call 08712400200.,You have 1 new message. Please call 08712400200.
,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ","Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
,ham,No message..no responce..what happend?,No message..no responce..what happend?
,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,We currently have a message awaiting your collection. To collect your message just call 08718723815.
,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe","Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
,ham,make that 3! 4 fucks sake?! x,make that 3! 4 fucks sake?! x
,ham,Leave it. U will always be ignorant.,Leave it. U will always be ignorant.
,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
,ham,at bruce b downs &amp; fletcher now,at bruce b downs &amp; fletcher now
,ham,Where are you ? You said you would be here when I woke ... :-(,Where are you ? You said you would be here when I woke ... :-(
,ham,Hey now am free you can call me.,Hey now am free you can call me.
,ham,Tell me whos this pls:-),Tell me whos this pls:-)
,spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011","URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
,ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.","Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
,ham,Id have to check but there's only like 1 bowls worth left,Id have to check but there's only like 1 bowls worth left
,ham,Yes there were many sweets,Yes there were many sweets
,ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
,ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
,ham,Sir send to group mail check it.,Sir send to group mail check it.
,ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
,ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""","\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
,ham,You dont know you jabo me abi.,You dont know you jabo me abi.
,spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?","Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
,ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
,ham,"Are you being good, baby? :)","Are you being good, baby? :)"
,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
,ham,"Mostly sports type..lyk footbl,crckt..","Mostly sports type..lyk footbl,crckt.."
,ham,Ma head dey swell oh. Thanks for making my day,Ma head dey swell oh. Thanks for making my day
,ham,U should make a fb list,U should make a fb list
,ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
,ham,Happy New Year Princess!,Happy New Year Princess!
,ham,"I'll text carlos and let you know, hang on","I'll text carlos and let you know, hang on"
,ham,"Don't worry, * is easy once have ingredients!","Don't worry, * is easy once have ingredients!"
,ham,I love u 2 my little pocy bell I am sorry but I love u,I love u 2 my little pocy bell I am sorry but I love u
,ham,"Ok omw now, you at castor?","Ok omw now, you at castor?"
,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2","Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""","7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
,ham,"Tonight? Yeah, I'd be down for that","Tonight? Yeah, I'd be down for that"
,ham,What should i eat fo lunch senor,What should i eat fo lunch senor
,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ","He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
,ham,No break time one... How... I come out n get my stuff fr Ì_?,No break time one... How... I come out n get my stuff fr Ì_?
,spam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
,ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz","I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
,ham,Do you still have the grinder?,Do you still have the grinder?
,spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
,ham,K.i did't see you.:)k:)where are you now?,K.i did't see you.:)k:)where are you now?
,ham,So i'm doing a list of buyers.,So i'm doing a list of buyers.
,ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second","No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
,ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
,ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
,ham,Don know..he is watching film in computer..,Don know..he is watching film in computer..
,ham,No b4 Thursday,No b4 Thursday
,ham,"Oh, then your phone phoned me but it disconnected","Oh, then your phone phoned me but it disconnected"
,ham,Id onluy matters when getting on from offcampus,Id onluy matters when getting on from offcampus
,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
,ham,"Excellent, I'll see what riley's plans are","Excellent, I'll see what riley's plans are"
,ham,I will see in half an hour,I will see in half an hour
,spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm","You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
,ham,Ew are you one of them?,Ew are you one of them?
,ham,Also hi wesley how've you been,Also hi wesley how've you been
,ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
,spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'","Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
,ham,"Hm good morning, headache anyone? :-)","Hm good morning, headache anyone? :-)"
,ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,Yeah no probs - last night is obviously catching up with you... Speak soon 
,spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
,ham,I might go 2 sch. Yar at e salon now v boring.,I might go 2 sch. Yar at e salon now v boring.
,ham, &lt;#&gt;  mins but i had to stop somewhere first., &lt;#&gt;  mins but i had to stop somewhere first.
,ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj","&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
,ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
,ham,I didn't get the second half of that message,I didn't get the second half of that message
,ham,Wat time do u wan 2 meet me later?,Wat time do u wan 2 meet me later?
,ham,I thank you so much for all you do with selflessness. I love you plenty.,I thank you so much for all you do with selflessness. I love you plenty.
,ham,Am in film ill call you later.,Am in film ill call you later.
,ham,How dare you change my ring,How dare you change my ring
,ham,You are a very very very very bad girl. Or lady.,You are a very very very very bad girl. Or lady.
,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
,ham,"What part of \don't initiate\"" don't you understand""","What part of \don't initiate\"" don't you understand"""
,ham,I finished my lunch already. U wake up already?,I finished my lunch already. U wake up already?
,ham,You still at the game?,You still at the game?
,ham,You have got tallent but you are wasting.,You have got tallent but you are wasting.
